condition,seed_index,time_index,zone,path_count,bounce_0,bounce_1,bounce_2,bounce_3,reconstruction_nrmse
D1,4,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D1,4,3,Z0-south,61,1,6,17,37,8.840109444463451e-08
D1,4,4,Z0-south,58,1,6,17,34,7.893060427477394e-08
D1,4,5,Z0-south,59,1,6,18,34,1.1330604365866748e-07
D1,4,6,Z0-south,61,1,6,18,36,7.508761257213337e-08
D1,4,7,Z0-south,61,1,6,18,36,1.3815464683375467e-07
D1,4,8,Z0-south,63,1,6,18,38,9.917447840734894e-08
D1,4,9,Z0-south,63,1,6,18,38,1.2791014114554855e-07
D1,4,10,Z0-south,63,1,6,18,38,7.334318041785082e-08
D1,4,11,Z0-south,63,1,6,18,38,1.1132758004350762e-07
D1,4,12,Z0-south,62,1,6,18,37,7.140378244230305e-08
D1,4,13,Z0-south,64,1,6,19,38,9.245653842526735e-08
D1,4,14,Z0-south,66,1,7,20,38,1.3564152823164477e-07
D1,4,15,Z0-south,60,1,7,19,33,9.219331076337767e-08
D1,4,16,Z1-east,58,1,6,17,34,7.839858540137357e-08
D1,4,17,Z1-east,59,1,6,18,34,8.59275104403423e-08
D1,4,18,Z1-east,59,1,6,17,35,8.585985966647058e-08
D1,4,19,Z1-east,58,1,6,17,34,1.0459680055419085e-07
D1,4,20,Z1-east,58,1,6,17,34,1.0592417254429165e-07
D1,4,21,Z1-east,58,1,6,17,34,9.205911055687466e-08
D1,4,22,Z1-east,50,1,5,14,30,1.0101956604557927e-07
D1,4,23,Z1-east,46,1,5,13,27,9.593973260280109e-08
D1,4,24,Z1-east,46,1,5,13,27,9.544312007392364e-08
D1,4,25,Z1-east,47,1,5,13,28,7.925368805672406e-08
D1,4,26,Z1-east,47,1,5,13,28,8.8799730235678e-08
D1,4,27,Z1-east,49,1,5,14,29,1.0103946124218055e-07
D1,4,28,Z1-east,47,1,5,14,27,1.0490082047454052e-07
D1,4,29,Z1-east,45,1,5,13,26,1.0774160585924619e-07
D1,4,30,Z1-east,47,1,6,13,27,8.691771569147022e-08
D1,4,31,Z1-east,47,1,6,13,27,8.435228693315366e-08
D1,4,32,Z2-north,58,1,6,17,34,9.610931073211759e-08
D1,4,33,Z2-north,61,1,6,18,36,1.0360700031242231e-07
D1,4,34,Z2-north,58,1,6,17,34,1.1790496046160115e-07
D1,4,35,Z2-north,60,1,6,17,36,8.917498206528762e-08
D1,4,36,Z2-north,61,1,6,18,36,1.0860417631874952e-07
D1,4,37,Z2-north,62,1,6,18,37,8.960657993384302e-08
D1,4,38,Z2-north,59,1,6,17,35,8.738612677916535e-08
D1,4,39,Z2-north,62,1,6,18,37,8.691080211065128e-08
D1,4,40,Z2-north,62,1,6,18,37,8.636515502757902e-08
D1,4,41,Z2-north,62,1,6,18,37,9.803691369825174e-08
D1,4,42,Z2-north,62,1,6,18,37,9.409342993649261e-08
D1,4,43,Z2-north,62,1,6,18,37,1.1302472557872534e-07
D1,4,44,Z2-north,62,1,6,18,37,8.90346001369835e-08
D1,4,45,Z2-north,63,1,6,18,38,8.215742752781807e-08
D1,4,46,Z2-north,64,1,6,19,38,1.0228140467916091e-07
D1,4,47,Z2-north,62,1,6,18,37,1.0053265242504494e-07
D1,4,48,Z3-west,49,0,3,14,32,7.32351068677417e-08
D1,4,49,Z3-west,48,0,3,14,31,7.956698766520276e-08
D1,4,50,Z3-west,49,0,3,14,32,9.034928183382362e-08
D1,4,51,Z3-west,49,0,3,14,32,1.4922211732937285e-07
D1,4,52,Z3-west,45,0,3,13,29,2.207073634963308e-07
D1,4,53,Z3-west,45,0,3,13,29,2.1337866940029926e-07
D1,4,54,Z3-west,41,0,2,11,28,1.0213248913260031e-07
D1,4,55,Z3-west,41,0,2,11,28,6.108168548735193e-08
D1,4,56,Z3-west,42,0,2,11,29,1.050470430641326e-07
D1,4,57,Z3-west,43,0,2,11,30,1.0501314307020948e-07
D1,4,58,Z3-west,41,0,2,11,28,8.864456901847007e-08
D1,4,59,Z3-west,40,0,2,11,27,1.268861211656258e-07
D1,4,60,Z3-west,42,0,2,11,29,1.2243975788805983e-07
D1,4,61,Z3-west,42,0,2,11,29,9.585149030044704e-08
D1,4,62,Z3-west,42,0,2,11,29,3.312482022010954e-07
D1,4,63,Z3-west,41,0,2,11,28,7.70834418517552e-08
D1,4,64,Z4-center,53,1,5,15,32,1.009966013043595e-07
D1,4,65,Z4-center,54,1,5,16,32,1.15614973594802e-07
D1,4,66,Z4-center,53,1,5,15,32,8.090295722240626e-08
D1,4,67,Z4-center,57,1,5,16,35,9.493661679016441e-08
D1,4,68,Z4-center,57,1,5,16,35,9.94043958257862e-08
D1,4,69,Z4-center,57,1,5,16,35,8.91905713729102e-08
D1,4,70,Z4-center,60,1,6,18,35,9.140902790250038e-08
D1,4,71,Z4-center,62,1,6,18,37,1.2236436930379568e-07
D1,4,72,Z4-center,61,1,6,17,37,9.46403773127713e-08
D1,4,73,Z4-center,66,1,6,19,40,8.02445754288783e-08
D1,4,74,Z4-center,63,1,6,18,38,6.539264063576411e-08
D1,4,75,Z4-center,55,1,6,16,32,9.67992903611048e-08
D1,4,76,Z4-center,55,1,6,16,32,9.725390270887146e-08
D1,4,77,Z4-center,54,1,6,16,31,9.175751358725392e-08
D1,4,78,Z4-center,58,1,6,17,34,1.1410744349404922e-07
D1,4,79,Z4-center,61,1,6,18,36,8.93138292212825e-08
D2,0,0,Z0-south,56,1,5,15,35,1.1747714268039999e-07
D2,0,1,Z0-south,64,1,6,18,39,1.007244279094266e-07
D2,0,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D2,0,3,Z0-south,60,1,6,17,36,8.987878175048536e-08
D2,0,4,Z0-south,59,1,6,17,35,8.299974751935224e-08
D2,0,5,Z0-south,60,1,6,18,35,1.052717735205988e-07
D2,0,6,Z0-south,61,1,6,18,36,7.508761257213337e-08
D2,0,7,Z0-south,63,1,6,18,38,1.2413079275575e-07
D2,0,8,Z0-south,63,1,6,18,38,9.475930795588283e-08
D2,0,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D2,0,10,Z0-south,63,1,6,18,38,8.274587770529251e-08
D2,0,11,Z0-south,63,1,6,18,38,1.084936585016294e-07
D2,0,12,Z0-south,62,1,6,18,37,7.140378244230305e-08
D2,0,13,Z0-south,64,1,6,19,38,8.686306074423555e-08
D2,0,14,Z0-south,63,1,6,18,38,1.4893474542532203e-07
D2,0,15,Z0-south,66,1,7,20,38,1.0679206496888582e-07
D2,0,16,Z1-east,58,1,6,17,34,7.43627026622562e-08
D2,0,17,Z1-east,59,1,6,18,34,8.217414659839051e-08
D2,0,18,Z1-east,59,1,6,18,34,8.710018306601341e-08
D2,0,19,Z1-east,58,1,6,17,34,1.0459680055419085e-07
D2,0,20,Z1-east,55,1,6,16,32,1.0718294873868217e-07
D2,0,21,Z1-east,50,1,5,14,30,8.614126301154101e-08
D2,0,22,Z1-east,50,1,5,14,30,9.742515771904436e-08
D2,0,23,Z1-east,46,1,5,13,27,9.489045993404943e-08
D2,0,24,Z1-east,46,1,5,13,27,8.912675042438423e-08
D2,0,25,Z1-east,48,1,5,13,29,7.960019132724483e-08
D2,0,26,Z1-east,48,1,5,13,29,9.738931083802527e-08
D2,0,27,Z1-east,49,1,5,14,29,9.683026291895658e-08
D2,0,28,Z1-east,47,1,5,14,27,9.89220367841881e-08
D2,0,29,Z1-east,47,1,6,14,26,8.794140882173451e-08
D2,0,30,Z1-east,46,1,6,13,26,7.851812000581049e-08
D2,0,31,Z1-east,46,1,6,14,25,1.0101680203433716e-07
D2,0,32,Z2-north,48,1,5,14,28,7.905897803084372e-08
D2,0,33,Z2-north,50,1,5,14,30,9.15289817271514e-08
D2,0,34,Z2-north,57,1,6,17,33,1.401402869305457e-07
D2,0,35,Z2-north,63,1,6,18,38,7.464645079835464e-08
D2,0,36,Z2-north,62,1,6,18,37,1.0348787071734478e-07
D2,0,37,Z2-north,62,1,6,18,37,1.0677659645352833e-07
D2,0,38,Z2-north,46,1,5,13,27,8.446807697737313e-08
D2,0,39,Z2-north,58,1,6,17,34,1.0570794017894514e-07
D2,0,40,Z2-north,62,1,6,18,37,8.636515502757902e-08
D2,0,41,Z2-north,63,1,6,18,38,9.703703085506277e-08
D2,0,42,Z2-north,58,1,6,17,34,8.80339854347767e-08
D2,0,43,Z2-north,59,1,6,17,35,9.952282908898269e-08
D2,0,44,Z2-north,62,1,6,18,37,8.90346001369835e-08
D2,0,45,Z2-north,63,1,6,18,38,8.215742752781807e-08
D2,0,46,Z2-north,62,1,6,18,37,1.02182951877694e-07
D2,0,47,Z2-north,62,1,6,18,37,1.0053265242504494e-07
D2,0,48,Z3-west,58,1,6,17,34,9.688380941952346e-08
D2,0,49,Z3-west,56,1,5,16,34,9.13996061058242e-08
D2,0,50,Z3-west,56,1,5,16,34,8.802823003861704e-08
D2,0,51,Z3-west,49,0,3,14,32,1.439572656636301e-07
D2,0,52,Z3-west,40,0,2,11,27,3.321474935091828e-07
D2,0,53,Z3-west,40,0,2,11,27,9.88399690982078e-08
D2,0,54,Z3-west,41,0,2,11,28,9.576095294505649e-08
D2,0,55,Z3-west,41,0,2,11,28,6.079593362073865e-08
D2,0,56,Z3-west,42,0,2,11,29,1.1119684018012777e-07
D2,0,57,Z3-west,43,0,2,11,30,9.863860128689339e-08
D2,0,58,Z3-west,42,0,2,11,29,1.255127983768034e-07
D2,0,59,Z3-west,40,0,2,11,27,1.310250468122831e-07
D2,0,60,Z3-west,42,0,2,11,29,1.0152675145036483e-07
D2,0,61,Z3-west,42,0,2,11,29,9.337323803038089e-08
D2,0,62,Z3-west,44,0,2,11,31,1.922167598422675e-07
D2,0,63,Z3-west,41,0,2,11,28,1.4658267843969952e-07
D2,0,64,Z4-center,55,1,5,16,33,9.72781961650071e-08
D2,0,65,Z4-center,56,1,6,17,32,1.0729826271926868e-07
D2,0,66,Z4-center,61,1,6,18,36,8.853363198113584e-08
D2,0,67,Z4-center,59,1,6,17,35,8.859441180675276e-08
D2,0,68,Z4-center,62,1,6,18,37,9.161576741689714e-08
D2,0,69,Z4-center,62,1,6,18,37,1.0071468636851932e-07
D2,0,70,Z4-center,59,1,6,17,35,1.0700860286760872e-07
D2,0,71,Z4-center,59,1,6,17,35,8.969423248572639e-08
D2,0,72,Z4-center,60,1,6,17,36,7.779937760687972e-08
D2,0,73,Z4-center,66,1,6,19,40,8.413700669507307e-08
D2,0,74,Z4-center,59,1,6,17,35,7.441597915658349e-08
D2,0,75,Z4-center,59,1,6,17,35,9.227993302829418e-08
D2,0,76,Z4-center,59,1,6,17,35,8.819354491151898e-08
D2,0,77,Z4-center,54,1,6,16,31,9.558513625052001e-08
D2,0,78,Z4-center,62,1,6,18,37,1.0686618168165296e-07
D2,0,79,Z4-center,58,1,6,17,34,1.0921085902282357e-07
D2,1,0,Z0-south,61,1,6,17,37,9.86378125844567e-08
D2,1,1,Z0-south,64,1,6,18,39,9.657124167006259e-08
D2,1,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D2,1,3,Z0-south,60,1,6,17,36,8.987878175048536e-08
D2,1,4,Z0-south,61,1,6,18,36,8.044025889830664e-08
D2,1,5,Z0-south,60,1,6,18,35,1.0554389007211284e-07
D2,1,6,Z0-south,60,1,6,18,35,8.210068358494027e-08
D2,1,7,Z0-south,63,1,6,18,38,1.2413079275575e-07
D2,1,8,Z0-south,61,1,6,18,36,1.004737697485325e-07
D2,1,9,Z0-south,63,1,6,18,38,1.3404505239122955e-07
D2,1,10,Z0-south,63,1,6,18,38,7.410610436409115e-08
D2,1,11,Z0-south,62,1,6,18,37,9.928027111527626e-08
D2,1,12,Z0-south,63,1,6,18,38,7.808082358451429e-08
D2,1,13,Z0-south,63,1,6,18,38,8.86432403035542e-08
D2,1,14,Z0-south,64,1,7,20,36,1.1459910354005842e-07
D2,1,15,Z0-south,61,1,7,19,34,8.712444810043962e-08
D2,1,16,Z1-east,58,1,6,17,34,7.839858540137357e-08
D2,1,17,Z1-east,59,1,6,18,34,8.163733866695111e-08
D2,1,18,Z1-east,59,1,6,17,35,8.436202136863358e-08
D2,1,19,Z1-east,58,1,6,17,34,1.0459680055419085e-07
D2,1,20,Z1-east,58,1,6,17,34,1.0592417254429165e-07
D2,1,21,Z1-east,48,1,5,14,28,9.071688111816911e-08
D2,1,22,Z1-east,46,1,5,13,27,9.707709125450492e-08
D2,1,23,Z1-east,50,1,5,14,30,9.11774051814973e-08
D2,1,24,Z1-east,46,1,5,13,27,9.332166683861942e-08
D2,1,25,Z1-east,47,1,5,13,28,8.291689823636261e-08
D2,1,26,Z1-east,50,1,5,14,30,8.285782371331152e-08
D2,1,27,Z1-east,44,1,5,13,25,9.843225967642866e-08
D2,1,28,Z1-east,48,1,5,14,28,1.2574832908285316e-07
D2,1,29,Z1-east,44,1,5,13,25,1.05682524065287e-07
D2,1,30,Z1-east,46,1,6,13,26,1.2152480621807626e-07
D2,1,31,Z1-east,48,1,6,14,27,7.777948951570579e-08
D2,1,32,Z2-north,65,1,6,19,39,8.708492771347665e-08
D2,1,33,Z2-north,66,1,6,19,40,1.0165723551835981e-07
D2,1,34,Z2-north,56,1,6,17,32,1.3680562460649526e-07
D2,1,35,Z2-north,61,1,6,18,36,8.3727172750514e-08
D2,1,36,Z2-north,58,1,6,17,34,1.0514298054431492e-07
D2,1,37,Z2-north,65,1,6,19,39,8.673420381910546e-08
D2,1,38,Z2-north,62,1,6,18,37,8.227898717905191e-08
D2,1,39,Z2-north,59,1,6,17,35,9.127999334168635e-08
D2,1,40,Z2-north,63,1,6,18,38,8.760859770973184e-08
D2,1,41,Z2-north,59,1,6,17,35,1.0328460575692588e-07
D2,1,42,Z2-north,62,1,6,18,37,9.409342993649261e-08
D2,1,43,Z2-north,63,1,6,18,38,1.0499645242134648e-07
D2,1,44,Z2-north,62,1,6,18,37,8.90346001369835e-08
D2,1,45,Z2-north,63,1,6,18,38,8.215742752781807e-08
D2,1,46,Z2-north,58,1,6,17,34,1.0246809267755452e-07
D2,1,47,Z2-north,62,1,6,18,37,1.0053265242504494e-07
D2,1,48,Z3-west,49,0,3,14,32,6.9162915394827e-08
D2,1,49,Z3-west,46,0,3,13,30,8.655404570845349e-08
D2,1,50,Z3-west,41,0,2,11,28,1.4048973184799252e-07
D2,1,51,Z3-west,46,0,3,13,30,1.1022283530337518e-07
D2,1,52,Z3-west,52,0,3,14,35,4.4900360762767377e-07
D2,1,53,Z3-west,47,0,3,13,31,2.1657008630882046e-07
D2,1,54,Z3-west,25,0,1,6,18,3.6394817470863927e-07
D2,1,55,Z3-west,41,0,2,11,28,7.663081902364866e-08
D2,1,56,Z3-west,41,0,2,11,28,8.509466198347582e-08
D2,1,57,Z3-west,43,0,2,11,30,1.022052558141695e-07
D2,1,58,Z3-west,42,0,2,11,29,1.1773749974963721e-07
D2,1,59,Z3-west,41,0,2,11,28,6.328238555397547e-07
D2,1,60,Z3-west,42,0,2,11,29,1.1500392105290302e-07
D2,1,61,Z3-west,42,0,2,11,29,1.132056226538225e-07
D2,1,62,Z3-west,42,0,2,11,29,2.8317739975136647e-07
D2,1,63,Z3-west,41,0,2,11,28,1.235596300830366e-07
D2,1,64,Z4-center,54,1,5,15,33,1.1052696180513522e-07
D2,1,65,Z4-center,58,1,6,17,34,1.0647026016386008e-07
D2,1,66,Z4-center,62,1,6,18,37,8.580793320334124e-08
D2,1,67,Z4-center,56,1,5,16,34,9.170317127882299e-08
D2,1,68,Z4-center,61,1,6,18,36,9.388332955495571e-08
D2,1,69,Z4-center,60,1,6,17,36,8.429874753801414e-08
D2,1,70,Z4-center,60,1,6,18,35,1.0142586859274161e-07
D2,1,71,Z4-center,63,1,6,19,37,9.694665692450144e-08
D2,1,72,Z4-center,57,1,6,17,33,9.762155883663581e-08
D2,1,73,Z4-center,66,1,6,19,40,8.265725881528851e-08
D2,1,74,Z4-center,59,1,6,17,35,7.840738902586963e-08
D2,1,75,Z4-center,59,1,6,17,35,8.499686998675315e-08
D2,1,76,Z4-center,59,1,6,17,35,9.139699841398397e-08
D2,1,77,Z4-center,58,1,6,17,34,8.295423015169945e-08
D2,1,78,Z4-center,53,1,6,16,30,1.050869116170361e-07
D2,1,79,Z4-center,59,1,6,17,35,9.686188917612526e-08
D2,2,0,Z0-south,59,1,6,17,35,1.0361093671917843e-07
D2,2,1,Z0-south,62,1,6,18,37,1.0359672586446322e-07
D2,2,2,Z0-south,62,1,6,18,37,9.544524459670356e-08
D2,2,3,Z0-south,60,1,6,18,35,8.800461159808037e-08
D2,2,4,Z0-south,59,1,6,17,35,8.299974751935224e-08
D2,2,5,Z0-south,60,1,6,18,35,1.052717735205988e-07
D2,2,6,Z0-south,62,1,6,18,37,8.57425632716513e-08
D2,2,7,Z0-south,61,1,6,18,36,1.3815464683375467e-07
D2,2,8,Z0-south,63,1,6,18,38,9.475930795588283e-08
D2,2,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D2,2,10,Z0-south,63,1,6,18,38,7.486877251494661e-08
D2,2,11,Z0-south,63,1,6,18,38,1.1196062388307837e-07
D2,2,12,Z0-south,62,1,6,18,37,7.170014981738859e-08
D2,2,13,Z0-south,62,1,6,18,37,1.0034657549340409e-07
D2,2,14,Z0-south,64,1,7,20,36,1.3199327497659397e-07
D2,2,15,Z0-south,60,1,7,19,33,9.672912426594849e-08
D2,2,16,Z1-east,59,1,6,18,34,7.24075235325472e-08
D2,2,17,Z1-east,59,1,6,18,34,8.039560839279147e-08
D2,2,18,Z1-east,59,1,6,17,35,8.614330937462e-08
D2,2,19,Z1-east,57,1,6,17,33,1.0479794099182982e-07
D2,2,20,Z1-east,58,1,6,17,34,1.0592417254429165e-07
D2,2,21,Z1-east,50,1,5,14,30,8.088050407195624e-08
D2,2,22,Z1-east,46,1,5,13,27,9.639764897428904e-08
D2,2,23,Z1-east,56,1,6,16,33,9.513448162579152e-08
D2,2,24,Z1-east,46,1,5,13,27,9.356729435694433e-08
D2,2,25,Z1-east,47,1,5,13,28,7.790165312826502e-08
D2,2,26,Z1-east,50,1,5,14,30,9.019541380439478e-08
D2,2,27,Z1-east,45,1,5,13,26,1.0244034598372309e-07
D2,2,28,Z1-east,47,1,5,14,27,1.0774967051929707e-07
D2,2,29,Z1-east,49,1,5,14,29,9.941786771605621e-08
D2,2,30,Z1-east,46,1,6,13,26,1.1113740328028143e-07
D2,2,31,Z1-east,47,1,6,13,27,1.0389321403181384e-07
D2,2,32,Z2-north,52,1,5,15,31,8.908602922019782e-08
D2,2,33,Z2-north,62,1,6,18,37,1.0040813691603034e-07
D2,2,34,Z2-north,57,1,6,17,33,1.2542994909381378e-07
D2,2,35,Z2-north,63,1,6,18,38,8.014580998860765e-08
D2,2,36,Z2-north,63,1,6,18,38,9.972684011927413e-08
D2,2,37,Z2-north,46,1,5,13,27,9.520668697859946e-08
D2,2,38,Z2-north,62,1,6,18,37,8.227898717905191e-08
D2,2,39,Z2-north,63,1,6,18,38,8.570821563580466e-08
D2,2,40,Z2-north,63,1,6,18,38,8.760859770973184e-08
D2,2,41,Z2-north,62,1,6,18,37,9.803691369825174e-08
D2,2,42,Z2-north,62,1,6,18,37,9.409342993649261e-08
D2,2,43,Z2-north,62,1,6,18,37,1.1302472557872534e-07
D2,2,44,Z2-north,63,1,6,18,38,9.067337458645852e-08
D2,2,45,Z2-north,59,1,6,17,35,7.75385018414454e-08
D2,2,46,Z2-north,59,1,6,17,35,1.0195073940622024e-07
D2,2,47,Z2-north,62,1,6,18,37,1.0053265242504494e-07
D2,2,48,Z3-west,48,0,3,14,31,8.931593242778035e-08
D2,2,49,Z3-west,50,0,3,14,33,8.152343866640877e-08
D2,2,50,Z3-west,50,0,3,14,33,9.882788987169988e-08
D2,2,51,Z3-west,49,0,3,14,32,1.481427602811891e-07
D2,2,52,Z3-west,45,0,3,13,29,2.4706460521883855e-07
D2,2,53,Z3-west,45,0,3,13,29,2.4367511741729686e-07
D2,2,54,Z3-west,41,0,2,11,28,8.902719628167688e-08
D2,2,55,Z3-west,41,0,2,11,28,7.492891285210135e-08
D2,2,56,Z3-west,41,0,2,11,28,9.038234338731854e-08
D2,2,57,Z3-west,42,0,2,11,29,8.704517995283823e-08
D2,2,58,Z3-west,41,0,2,11,28,1.1661823862141318e-07
D2,2,59,Z3-west,41,0,2,11,28,3.3147034628200345e-07
D2,2,60,Z3-west,42,0,2,11,29,1.1453332149358175e-07
D2,2,61,Z3-west,42,0,2,11,29,1.1269180077988494e-07
D2,2,62,Z3-west,42,0,2,11,29,2.0937297051659698e-07
D2,2,63,Z3-west,40,0,2,11,27,1.0255807580961118e-07
D2,2,64,Z4-center,58,1,6,16,35,8.184353816886869e-08
D2,2,65,Z4-center,54,1,5,16,32,1.0871422517766405e-07
D2,2,66,Z4-center,61,1,6,18,36,9.453943761172923e-08
D2,2,67,Z4-center,57,1,5,16,35,9.5412090672653e-08
D2,2,68,Z4-center,63,1,6,18,38,1.0208561462832222e-07
D2,2,69,Z4-center,63,1,6,18,38,1.0789788973397663e-07
D2,2,70,Z4-center,60,1,6,18,35,8.54219237567122e-08
D2,2,71,Z4-center,61,1,6,18,36,1.0140614392639691e-07
D2,2,72,Z4-center,60,1,6,17,36,9.039625581408472e-08
D2,2,73,Z4-center,66,1,6,19,40,9.394866395950885e-08
D2,2,74,Z4-center,61,1,6,18,36,7.308292993002397e-08
D2,2,75,Z4-center,54,1,6,16,31,8.908314441669063e-08
D2,2,76,Z4-center,58,1,6,17,34,8.353544700412385e-08
D2,2,77,Z4-center,58,1,6,17,34,8.526531303232332e-08
D2,2,78,Z4-center,54,1,6,16,31,1.0519765680783166e-07
D2,2,79,Z4-center,55,1,6,16,32,9.50694456491874e-08
D2,3,0,Z0-south,58,1,5,15,37,1.019171449456735e-07
D2,3,1,Z0-south,63,1,6,18,38,9.134662803944593e-08
D2,3,2,Z0-south,62,1,6,18,37,9.544524459670356e-08
D2,3,3,Z0-south,61,1,6,17,37,8.840109444463451e-08
D2,3,4,Z0-south,59,1,6,17,35,8.299974751935224e-08
D2,3,5,Z0-south,60,1,6,18,35,1.052717735205988e-07
D2,3,6,Z0-south,61,1,6,18,36,7.508761257213337e-08
D2,3,7,Z0-south,61,1,6,18,36,1.3815464683375467e-07
D2,3,8,Z0-south,63,1,6,18,38,1.0394940375135775e-07
D2,3,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D2,3,10,Z0-south,63,1,6,18,38,7.857032358060678e-08
D2,3,11,Z0-south,62,1,6,18,37,9.928027111527626e-08
D2,3,12,Z0-south,62,1,6,18,37,7.140378244230305e-08
D2,3,13,Z0-south,61,1,6,18,36,1.0152069762625615e-07
D2,3,14,Z0-south,66,1,7,20,38,1.4390602132152708e-07
D2,3,15,Z0-south,60,1,7,18,34,8.677358920294864e-08
D2,3,16,Z1-east,58,1,6,17,34,7.839858540137357e-08
D2,3,17,Z1-east,58,1,6,17,34,9.335829531664785e-08
D2,3,18,Z1-east,59,1,6,17,35,8.867809953017058e-08
D2,3,19,Z1-east,57,1,6,17,33,1.0218077761692257e-07
D2,3,20,Z1-east,57,1,6,17,33,9.909777531902364e-08
D2,3,21,Z1-east,50,1,5,14,30,7.830573167666444e-08
D2,3,22,Z1-east,50,1,5,14,30,1.074083115781832e-07
D2,3,23,Z1-east,46,1,5,13,27,9.394364042236703e-08
D2,3,24,Z1-east,51,1,5,14,31,9.12007180886576e-08
D2,3,25,Z1-east,48,1,5,13,29,8.027112841091366e-08
D2,3,26,Z1-east,52,1,5,14,32,9.035914416699597e-08
D2,3,27,Z1-east,48,1,6,15,26,9.758461771980365e-08
D2,3,28,Z1-east,47,1,5,14,27,1.0538796857417765e-07
D2,3,29,Z1-east,47,1,6,15,25,8.72446435096208e-08
D2,3,30,Z1-east,45,1,6,13,25,1.1270847721789323e-07
D2,3,31,Z1-east,48,1,6,13,28,7.295573567489555e-08
D2,3,32,Z2-north,48,1,5,14,28,8.879565172037474e-08
D2,3,33,Z2-north,66,1,6,19,40,9.545455981196938e-08
D2,3,34,Z2-north,58,1,6,17,34,1.1790496046160115e-07
D2,3,35,Z2-north,59,1,6,17,35,7.938636059634518e-08
D2,3,36,Z2-north,66,1,6,19,40,1.1280454970119536e-07
D2,3,37,Z2-north,62,1,6,18,37,9.91871544897549e-08
D2,3,38,Z2-north,58,1,6,17,34,8.206080082118206e-08
D2,3,39,Z2-north,58,1,6,17,34,1.0570794017894514e-07
D2,3,40,Z2-north,58,1,6,17,34,9.796071509526882e-08
D2,3,41,Z2-north,58,1,6,17,34,8.476838786464214e-08
D2,3,42,Z2-north,59,1,6,17,35,1.0144394479993935e-07
D2,3,43,Z2-north,63,1,6,18,38,1.0499645242134648e-07
D2,3,44,Z2-north,63,1,6,18,38,9.067337458645852e-08
D2,3,45,Z2-north,59,1,6,17,35,7.75385018414454e-08
D2,3,46,Z2-north,58,1,6,17,34,1.0246809267755452e-07
D2,3,47,Z2-north,61,1,6,18,36,9.199209216603776e-08
D2,3,48,Z3-west,46,0,3,13,30,8.416995456173026e-08
D2,3,49,Z3-west,41,0,2,11,28,9.187935745558207e-08
D2,3,50,Z3-west,56,1,5,16,34,9.135695222539653e-08
D2,3,51,Z3-west,56,1,5,16,34,8.232316872636147e-08
D2,3,52,Z3-west,40,0,2,11,27,2.6934679908663384e-07
D2,3,53,Z3-west,40,0,2,11,27,1.2253671854978165e-07
D2,3,54,Z3-west,41,0,2,11,28,1.0712079756558524e-07
D2,3,55,Z3-west,42,0,2,11,29,7.225829534718287e-08
D2,3,56,Z3-west,49,0,3,13,33,8.718128441387307e-08
D2,3,57,Z3-west,43,0,2,11,30,9.599104089375032e-08
D2,3,58,Z3-west,41,0,2,11,28,9.171293413601234e-08
D2,3,59,Z3-west,40,0,2,11,27,1.7454988210374722e-07
D2,3,60,Z3-west,40,0,2,11,27,1.5401541020310106e-07
D2,3,61,Z3-west,43,0,2,11,30,1.506476507984189e-07
D2,3,62,Z3-west,42,0,2,11,29,2.2739480698419356e-07
D2,3,63,Z3-west,41,0,2,11,28,7.866272255796503e-08
D2,3,64,Z4-center,55,1,5,16,33,9.515159149486863e-08
D2,3,65,Z4-center,62,1,6,18,37,9.966628766733265e-08
D2,3,66,Z4-center,60,1,6,18,35,9.6547744021791e-08
D2,3,67,Z4-center,62,1,6,18,37,9.668617906299914e-08
D2,3,68,Z4-center,61,1,6,18,36,8.630640024875902e-08
D2,3,69,Z4-center,61,1,6,18,36,7.772109000825367e-08
D2,3,70,Z4-center,61,1,6,18,36,9.100614306589705e-08
D2,3,71,Z4-center,62,1,6,18,37,1.1642487152130343e-07
D2,3,72,Z4-center,60,1,6,17,36,9.421699331824129e-08
D2,3,73,Z4-center,60,1,6,18,35,8.641514170903974e-08
D2,3,74,Z4-center,63,1,6,18,38,6.74893456675818e-08
D2,3,75,Z4-center,55,1,6,16,32,8.996067180078171e-08
D2,3,76,Z4-center,57,1,6,16,34,9.333746220363537e-08
D2,3,77,Z4-center,57,1,6,17,33,8.97218157547286e-08
D2,3,78,Z4-center,62,1,6,18,37,1.1506894281865243e-07
D2,3,79,Z4-center,60,1,6,18,35,9.836173830990447e-08
D2,4,0,Z0-south,57,1,6,17,33,1.0102386482913062e-07
D2,4,1,Z0-south,64,1,6,18,39,9.540484313674824e-08
D2,4,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D2,4,3,Z0-south,61,1,6,17,37,8.840109444463451e-08
D2,4,4,Z0-south,58,1,6,17,34,7.893060427477394e-08
D2,4,5,Z0-south,60,1,6,18,35,1.052717735205988e-07
D2,4,6,Z0-south,60,1,6,18,35,8.210068358494027e-08
D2,4,7,Z0-south,62,1,6,18,37,1.2539911153908179e-07
